Gate Entry No,Truck No,Invoice No,In Date,In Time,Out Date,Out Time,Total,MGP-MGN,MGN-WBT,WBT-DOC,DOC-LDG/UNLDG,LDG/UNLDG-WBG,WBG-INV,INV-MGX,User
00000000006100008092,GJ19V0360,9912108991,12-06-18,21:59,13-06-18,16:36,18:37,:01,:12,:12,14:04,1:04,1:11,3:59,SECOPR1
00000000006100010655,GJ02XX5019,9912108994,12-06-18,22:24,13-06-18,16:41,18:17,:01,:12,1:49,12:32,:20,:39,3:20,SECOPR1
00000000006100010527,GJ18AT9754,9913108685,12-06-18,22:30,13-06-18,15:58,17:28,:01,:12,1:47,11:54,:04,:04,3:23,SECOPR1
00000000006100010482,KA563459,9912109005,12-06-18,22:44,13-06-18,18:18,19:33,:01,:11,1:37,13:20,:46,1:34,3:34,SECOPR1
00000000006100008106,MH19Z5028,9911113638,12-06-18,22:58,13-06-18,17:34,18:36,:01,:10,1:26,13:47,1:40,1:55,2:55,SECOPR1
00000000006100009514,NL01AB5871,9912109011,12-06-18,23:04,13-06-18,19:04,20:00,:01,:08,10:25,6:43,2:30,2:43,2:29,SECOPR1
00000000006100010466,RJ19GD8880,9913108686,12-06-18,23:46,13-06-18,16:29,16:43,:01,:24,:15,12:49,:33,1:05,2:41,SECOPR1
00000000006100010661,PB19E6805,9911113646,13-06-18,0:31,13-06-18,20:55,20:24,:01,5:44,1:53,9:28,3:48,4:07,2:58,20535
00000000006100010548,MP33H1963,9912109018,13-06-18,0:33,13-06-18,23:02,22:29,:01,:41,7:16,8:45,3:27,4:41,4:31,20535
00000000006100010665,TN52L9892,9912109007,13-06-18,0:42,13-06-18,18:48,18:06,:01,:12,8:48,5:58,1:49,2:05,2:49,20535
00000000006100001163,RJ27GC1271,9912109007,13-06-18,0:59,13-06-18,8:59,8:00,:01,,,,,,,20535
00000000006100010633,WB23C7842,9912109004,13-06-18,1:53,13-06-18,19:18,17:24,:01,:22,4:05,7:30,1:09,1:55,4:39,20535
00000000006100010549,MH46BB2147,9912109014,13-06-18,2:00,13-06-18,23:08,21:08,:01,:47,5:49,8:40,4:07,4:34,5:21,20535
00000000006100010550,MH46BB4480,9911113653,13-06-18,2:02,13-06-18,22:54,20:51,:01,:32,7:13,8:59,3:32,3:55,3:42,20535
00000000006100009605,HR55T9392,9911113634,13-06-18,2:11,13-06-18,18:27,16:15,:01,4:09,1:52,4:58,:02,:39,4:38,20535
00000000006100009410,GJ06ZZ7410,9912109019,13-06-18,2:12,14-06-18,8:04,29:51,:01,4:40,1:06,10:51,9:24,9:43,12:51,20535
00000000006100008277,MH48AG6617,9912108997,13-06-18,2:16,13-06-18,16:06,13:49,:01,:26,3:44,6:19,:21,:16,2:39,20535
00000000006100010297,NL01AB5504,9911113639,13-06-18,2:58,13-06-18,18:34,15:36,:01,3:27,1:51,6:15,:45,1:34,3:12,20535
00000000006100008606,HR39D9788,9912108996,13-06-18,3:00,13-06-18,17:40,14:39,:01,:07,3:25,6:31,:22,:39,4:17,20535
00000000006100010634,MP09HH4043,9913108691,13-06-18,3:07,13-06-18,21:36,18:28,:01,:16,6:31,8:38,2:55,3:34,2:21,20535
00000000006100010627,MH43BG4113,9912108993,13-06-18,3:19,13-06-18,15:08,11:49,:01,:12,3:20,5:03,:44,:19,2:08,20535
00000000006100010546,GJ18AZ9198,9911113630,13-06-18,3:24,13-06-18,16:25,13:00,:01,:11,3:08,5:37,:18,:13,3:31,20535
00000000006100010356,RJ27GB8314,9911113648,13-06-18,3:51,13-06-18,23:46,19:54,:01,:28,2:18,11:12,2:10,2:39,5:24,20535
00000000000200002664,GJ06AV4964,9524102216,13-06-18,7:55,13-06-18,13:49,5:53,:01,:14,1:13,2:34,,,:58,SECOPR1
00000000006100009490,MH48AG6616,9912108995,13-06-18,8:16,13-06-18,16:21,8:04,:01,:07,:14,4:05,:27,:09,2:59,SECOPR1
00000000000200002632,GJ02Z9811,9524102215,13-06-18,8:24,13-06-18,13:19,4:54,:01,:08,:29,2:52,,,:46,SECOPR1
00000000000200002595,GJ12X1146,9524102218,13-06-18,8:25,13-06-18,15:23,6:57,:01,:10,:55,3:06,,,1:46,SECOPR1
00000000006100010516,MH04EB5329,9911113628,13-06-18,8:27,13-06-18,13:34,5:07,:01,:09,:06,3:32,:25,:10,:42,SECOPR1
00000000006100010293,GJ18AZ3645,9911113658,13-06-18,8:30,14-06-18,0:34,16:04,:01,1:26,:32,8:44,:35,:09,4:34,SECOPR1
00000000006100010628,RJ33GA2051,9912109010,13-06-18,8:36,13-06-18,18:39,10:03,:01,:07,:39,6:49,2:21,2:39,2:09,SECOPR1
00000000000200002597,GJ12X2867,9524102217,13-06-18,8:43,13-06-18,15:27,6:43,:01,:09,:44,3:07,,,1:50,SECOPR1
00000000006100010465,TN52B9496,9911113657,13-06-18,8:55,13-06-18,23:25,14:29,:01,:06,1:24,8:50,4:52,5:31,3:27,SECOPR1
00000000006100010657,UP78CT8944,9313700289,13-06-18,8:58,13-06-18,21:49,12:50,:01,:08,1:06,9:14,3:47,4:13,1:53,SECOPR1
00000000006100010664,GJ16AU4040,9912109012,13-06-18,9:04,13-06-18,20:33,11:29,:01,:20,:56,6:59,2:07,2:24,2:53,SECOPR1
00000000006100010453,MP14HC0118,9911113643,13-06-18,9:12,13-06-18,20:02,10:49,:01,:27,:35,5:38,:17,:37,3:46,SECOPR1
00000000006100010612,GJ16Z3350,9911113642,13-06-18,9:15,13-06-18,17:44,8:29,:01,:32,:06,5:50,:07,:15,1:49,SECOPR1
00000000006100010611,HR45C3111,9911113641,13-06-18,9:19,13-06-18,18:03,8:44,:01,:26,:43,4:54,:13,:10,2:15,SECOPR1
00000000000300001393,GJ12Z0729,9922101679,13-06-18,9:22,13-06-18,16:46,7:23,:01,:10,:31,2:37,,,2:27,SECOPR1
00000000000200002269,GJ12AT8989,9524102219,13-06-18,9:36,13-06-18,17:17,7:41,:01,:08,:27,3:03,,,3:01,SECOPR1
00000000006100010603,GJ16AU2170,9912109015,13-06-18,9:39,13-06-18,19:47,10:07,:01,:07,17:41,24:32,:42,:59,1:23,SECOPR1
00000000006100010505,GJ18AU7299,9912109009,13-06-18,9:44,13-06-18,17:56,8:12,:01,:08,:19,5:39,:10,:19,1:55,SECOPR1
00000000006100010511,GJ37T7815,9911113665,13-06-18,9:51,14-06-18,10:55,25:03,:01,:12,:24,10:45,:21,1:15,12:46,SECOPR1
00000000006100010619,GJ18AU7290,9912109023,13-06-18,9:52,14-06-18,10:49,24:56,:01,:41,:17,9:18,:44,:12,13:42,SECOPR1
00000000006100010608,GJ16AU2062,9911113649,13-06-18,9:54,13-06-18,19:33,9:39,:01,:12,:22,6:42,1:31,2:45,1:05,SECOPR1
00000000006100010617,GJ18AU7015,9913108695,13-06-18,9:56,14-06-18,10:13,24:16,:01,:20,:13,9:42,:40,:10,13:08,SECOPR1
00000000006100010632,WB29B0449,9913108696,13-06-18,10:35,14-06-18,7:59,21:24,:01,:11,:06,9:50,:09,:13,10:50,SECOPR1
00000000006100010616,HR69C3164,9912109022,13-06-18,10:47,13-06-18,23:50,13:03,:01,:09,:08,8:34,1:09,:12,2:47,SECOPR1
00000000006100010531,GJ18AT9917,9912109021,13-06-18,10:50,14-06-18,10:29,23:38,:01,:10,:06,9:10,5:03,5:43,13:30,SECOPR1
00000000006100010193,GJ18AU7300,9911113651,13-06-18,11:09,13-06-18,20:45,9:36,:01,:31,:15,6:13,:11,:09,2:13,SECOPR1
00000000000300001517,HR63C2718,9921102465,13-06-18,11:17,13-06-18,19:27,8:10,:01,:17,5:51,:21,,,1:24,SECOPR1
00000000000300001390,GJ06XX6609,9921102461,13-06-18,11:23,13-06-18,17:48,6:25,:01,:18,:20,2:24,,,2:34,SECOPR1
00000000006100010534,GJ04X5669,9912109020,13-06-18,11:25,14-06-18,10:52,23:27,:01,:11,:19,8:06,4:48,5:26,14:09,SECOPR1
00000000000300001516,HR55V9047,9921102467,13-06-18,11:33,13-06-18,19:39,8:05,:01,:10,5:44,:09,,,1:18,SECOPR1
00000000000300001514,GJ01DT4057,9921102463,13-06-18,11:52,13-06-18,17:52,5:59,:01,:08,:14,3:03,,,1:44,SECOPR1
00000000006100010565,UP78CT4662,9912109033,13-06-18,11:57,14-06-18,9:07,21:09,:01,:53,:32,13:25,5:53,7:36,4:33,SECOPR1
00000000006100010515,GJ18U7739,9911113652,13-06-18,12:04,13-06-18,21:54,9:50,:01,:28,:08,5:56,:16,:46,2:44,SECOPR1
00000000000300001506,OR15M8248,9922101681,13-06-18,12:05,13-06-18,18:53,6:48,:01,:23,1:35,2:56,,,1:05,SECOPR1
00000000000300001463,GJ06AV9781,9922101682,13-06-18,12:07,13-06-18,19:14,7:07,:01,:24,1:31,3:06,,,1:09,SECOPR1
00000000006100001166,RJ27GC1271,9313700290,13-06-18,12:09,14-06-18,8:19,20:10,:01,:49,:14,7:20,:20,:14,11:09,SECOPR1
00000000000300001510,GJ06AX0137,9922101683,13-06-18,12:14,13-06-18,19:09,6:55,:01,:21,1:26,3:20,,,1:03,SECOPR1
00000000006100010646,TN88D2248,9913108701,13-06-18,12:27,14-06-18,9:10,20:43,:01,:13,:10,11:49,:38,3:28,4:20,SECOPR1
00000000006100010647,TN52H3310,9911113660,13-06-18,12:32,14-06-18,0:40,12:07,:01,:21,:38,6:49,:44,:10,3:22,SECOPR1
00000000006100010629,RJ09GC1858,9912109026,13-06-18,12:38,14-06-18,0:44,12:06,:01,:18,2:49,5:40,:26,:37,3:06,SECOPR1
00000000000200002666,GJ16X9802,9524102223,13-06-18,12:40,13-06-18,23:19,10:38,:01,:10,1:41,3:10,,,4:23,SECOPR1
00000000000400001059,GJ14X1537,9412100120,13-06-18,12:40,13-06-18,20:38,7:57,:01,:45,:26,2:59,1:44,:33,4:54,20535
00000000000200002545,GJ06AX4244,9412100120,13-06-18,12:44,13-06-18,21:11,8:26,:01,:14,,,,,,SECOPR1
00000000000200002546,GJ15AT1350,9412100120,13-06-18,12:51,13-06-18,21:08,8:16,:01,:11,,,,,,SECOPR1
00000000006100010373,MP09HG8373,9911113659,13-06-18,12:53,13-06-18,21:43,8:50,:01,:15,:17,6:00,:21,:14,1:40,SECOPR1
00000000000200002625,GJ06AV9414,9911113659,13-06-18,12:56,13-06-18,21:04,8:08,:01,:28,,,,,,SECOPR1
00000000006100010639,KA01AF8681,9912109029,13-06-18,13:01,14-06-18,9:49,20:47,:01,1:04,:20,7:40,1:09,4:16,8:34,SECOPR1
00000000000200002598,GJ12X2470,9524102220,13-06-18,13:05,13-06-18,21:19,8:14,:01,:14,:25,3:53,,,2:35,SECOPR1
00000000000200002665,GJ16W0999,9524102222,13-06-18,13:12,13-06-18,20:26,7:14,:01,:09,1:21,2:43,,,1:37,SECOPR1
00000000000300001508,GJ06AV7660,9922101680,13-06-18,13:16,13-06-18,18:56,5:39,:01,:11,1:20,2:06,,,1:09,SECOPR1
00000000006100009619,RJ27GB3851,9913108697,13-06-18,13:25,14-06-18,0:48,11:23,:01,:19,:17,7:22,:27,1:11,2:39,SECOPR1
00000000000400001061,GJ14X3883,9412100120,13-06-18,13:28,13-06-18,20:21,6:53,:01,:19,:11,3:57,2:48,:33,4:38,20535
00000000000400001062,GJ14W1983,9412100120,13-06-18,13:29,13-06-18,20:16,6:46,:01,:09,:24,3:00,1:55,:33,4:33,SECOPR1
00000000000300001492,GJ12BT7315,9921102469,13-06-18,13:37,13-06-18,19:56,6:18,:01,:18,1:02,3:15,,,1:18,SECOPR1
00000000000200002658,GJ12X1965,9524102221,13-06-18,13:38,13-06-18,21:25,7:46,:01,:08,:48,2:58,,,2:38,SECOPR1
00000000006100010220,GJ18AX8991,9911113689,13-06-18,13:46,14-06-18,14:13,24:27,:01,:37,:05,21:22,7:25,7:34,2:11,SECOPR1
00000000006100010648,GJ18AX8289,9911113661,13-06-18,13:58,14-06-18,1:26,11:27,:01,:43,:47,4:55,:32,:22,4:04,SECOPR1
00000000006100010023,RJ27GB9163,9911113663,13-06-18,14:16,14-06-18,10:23,20:07,:01,:10,:16,5:36,:56,:12,12:53,SECOPR1
00000000006100010568,MH46BB4484,9911113678,13-06-18,14:17,14-06-18,9:56,19:38,:01,:17,1:18,6:51,1:45,9:27,3:26,SECOPR1
00000000000400001060,GJ14W1653,9412100120,13-06-18,14:21,13-06-18,20:50,6:28,:01,:17,:04,3:36,3:11,:32,5:07,SECOPR1
00000000000300001518,RJ09GB5036,9921102471,13-06-18,14:26,13-06-18,23:38,9:11,:01,:13,:24,3:45,,,3:58,SECOPR1
00000000006100010547,GJ18AV7440,9912109024,13-06-18,14:28,14-06-18,1:00,10:31,:01,:33,:14,5:13,:27,:13,3:47,SECOPR1
00000000000300001524,GJ12AZ8177,9923100333,13-06-18,14:30,13-06-18,19:24,4:54,:01,:14,:53,2:16,,,:57,SECOPR1
00000000006100008668,MH46BB4476,9913108705,13-06-18,14:38,14-06-18,10:43,20:04,:01,:42,:10,10:07,:19,3:35,5:45,SECOPR1
00000000000200002592,GJ12X1964,9524102224,13-06-18,14:51,13-06-18,21:30,6:38,:01,:22,:47,2:17,,,2:06,SECOPR1
00000000000200002631,GJ15AT1232,9524102228,13-06-18,15:39,13-06-18,23:30,7:51,:01,:07,:23,2:22,,,3:43,SECOPR1
00000000006100010667,GJ05BX5702,9912109038,13-06-18,15:47,14-06-18,8:53,17:05,:01,:11,:06,6:49,1:54,4:08,3:53,SECOPR1
00000000006100010689,MP11H1194,9912109053,13-06-18,15:49,14-06-18,11:27,19:37,:01,:14,:08,17:05,:17,:27,1:57,SECOPR1
00000000000200002669,GJ16Z9839,9524102226,13-06-18,15:51,13-06-18,22:01,6:09,:01,:08,:17,2:19,,,2:17,SECOPR1
00000000006100010684,GJ18AT9679,9912109078,13-06-18,16:14,15-06-18,10:20,42:06,:01,:56,:06,28:13,:04,:17,12:36,SECOPR1
00000000006100010266,GJ05BX5705,9911113666,13-06-18,16:28,14-06-18,11:55,19:26,:01,:17,:10,6:22,2:15,4:11,10:38,SECOPR1
00000000006100010599,UP78DT7419,9912109031,13-06-18,16:41,14-06-18,10:04,17:23,:01,:14,:29,10:12,1:59,2:53,5:31,SECOPR1
00000000006100010666,TN88D1941,9912109035,13-06-18,16:43,14-06-18,8:23,15:39,:01,:14,:05,8:47,:08,2:51,3:29,SECOPR1
00000000006100009513,HR55S2696,9911113671,13-06-18,16:50,14-06-18,10:16,17:25,:01,:10,:14,7:43,:11,4:20,4:43,SECOPR1
00000000006100010675,GJ05BX5838,9912109039,13-06-18,16:54,14-06-18,11:59,19:04,:01,:14,:16,6:02,1:20,4:12,6:56,SECOPR1
00000000006100010162,TN88Z9722,9912109037,13-06-18,17:07,14-06-18,9:05,15:57,:01,:15,:06,7:58,:03,3:33,4:05,SECOPR1
00000000006100010479,TN52D7527,9911113672,13-06-18,17:11,14-06-18,8:56,15:44,:01,:13,:05,7:23,:18,4:20,3:22,SECOPR1
00000000006100010750,KA561833,9512100261,13-06-18,17:19,14-06-18,9:44,16:24,:01,:10,:07,7:54,:08,3:14,5:05,SECOPR1
00000000006100010676,GJ05BX5456,9912109036,13-06-18,17:37,14-06-18,10:01,16:24,:01,:10,:15,5:32,1:13,4:06,5:04,SECOPR1
00000000006100010715,HR55W3295,9911113675,13-06-18,17:50,14-06-18,9:51,16:01,:01,:11,:08,6:19,4:08,1:12,3:59,SECOPR1
00000000006100010620,GJ06VV8700,9913108710,13-06-18,17:54,14-06-18,9:14,15:20,:01,1:00,:20,11:30,3:05,4:19,1:11,SECOPR1
00000000000200002336,GJ06AV8431,9524102227,13-06-18,14:54,13-06-18,23:34,8:39,:01,:15,:42,2:46,,,3:49,SECOPR1
00000000006100010631,GJ19X5999,9912109028,13-06-18,15:22,14-06-18,11:23,20:01,:01,:14,:09,7:37,2:24,4:09,10:13,SECOPR1
00000000006100010469,GJ05BX5715,9911113685,13-06-18,15:59,14-06-18,11:33,19:34,:01,:08,:06,15:30,:30,3:08,1:08,SECOPR1
00000000006100010663,TN52M2092,9911113680,13-06-18,16:33,14-06-18,8:58,16:25,:01,:15,:52,8:47,1:19,2:43,2:25,SECOPR1
00000000006100010658,UP78CT8614,9313700291,13-06-18,16:58,14-06-18,9:02,16:03,:01,:28,:08,9:07,:03,1:40,4:33,SECOPR1
00000000006100010566,UP78DN5225,9913108703,13-06-18,18:17,14-06-18,9:59,15:41,:01,:11,:07,7:40,:31,2:02,5:06,SECOPR1
00000000006100010769,HR67B1932,9912109040,13-06-18,18:21,14-06-18,10:37,16:16,:01,:21,:10,4:39,1:18,4:49,4:55,SECOPR1
00000000006100010564,RJ14GH6522,9912109055,13-06-18,18:37,14-06-18,11:46,17:09,:01,:24,1:03,15:35,1:27,1:56,1:43,SECOPR1
00000000006100010693,MH46BB6031,9911113668,13-06-18,18:45,14-06-18,10:07,15:22,:01,:13,:20,8:12,:45,1:38,5:42,SECOPR1
00000000006100010707,GJ18AU7240,9313700292,13-06-18,18:47,14-06-18,10:33,15:45,:01,:16,:16,11:14,:44,:43,2:29,SECOPR1
00000000006100010644,MH23AU5055,9912109048,13-06-18,18:51,14-06-18,11:17,16:26,:01,:18,:11,11:09,:40,:54,3:10,SECOPR1
00000000006100010157,TN28BC8050,9913108724,13-06-18,19:16,14-06-18,15:26,20:10,:01,:14,:21,16:50,:05,:07,2:29,SECOPR1
00000000006100010295,GJ18AZ5076,9912109030,13-06-18,19:19,14-06-18,8:10,12:50,:01,:13,:19,7:00,:52,:39,3:42,SECOPR1
00000000006100010249,WB29B0174,9913108716,13-06-18,19:38,14-06-18,12:25,16:46,:01,:13,1:21,12:16,1:19,1:31,2:42,SECOPR1
00000000006100010124,HR63B8566,9911113681,13-06-18,19:55,14-06-18,11:04,15:09,:01,:20,:42,10:38,3:50,5:00,2:16,SECOPR1
00000000006100010694,MH43U6031,9912109057,13-06-18,20:12,14-06-18,12:39,16:26,:01,:40,:17,13:45,:42,:16,:43,SECOPR1
00000000006100010211,GJ18AT9602,9913108712,13-06-18,20:14,14-06-18,10:20,14:06,:01,:39,:22,10:27,:18,1:29,1:24,SECOPR1
00000000006100009097,HR55N3995,9913108706,13-06-18,20:30,14-06-18,11:43,15:12,:01,:10,:12,6:16,:33,2:37,5:20,SECOPR1
00000000006100010708,GJ10X7211,9313700293,13-06-18,20:35,14-06-18,9:46,13:11,:01,:14,:15,11:17,:24,:14,:44,SECOPR1
00000000006100008811,HR46E3951,9912109049,13-06-18,20:48,14-06-18,11:39,14:51,:01,:19,:10,8:49,2:27,4:46,3:11,SECOPR1
00000000006100010701,GJ18AZ6552,9911113686,13-06-18,21:32,14-06-18,14:03,16:30,:01,:22,:20,12:04,1:14,:05,2:22,SECOPR1
00000000006100010686,GJ10TT5155,9911113676,13-06-18,21:38,14-06-18,8:15,10:37,:01,:33,:06,6:20,:48,2:02,2:22,SECOPR1
00000000006100010752,TN31BB8258,9512100264,13-06-18,22:00,14-06-18,11:09,13:08,:01,:14,1:17,7:48,:03,:50,3:01,SECOPR1
00000000006100010660,WB23D3165,9313700295,14-06-18,0:35,14-06-18,17:17,16:41,:01,:16,3:16,10:40,1:54,2:13,2:09,SECOPR1
00000000006100010786,GJ18AZ4482,9911113695,14-06-18,0:42,14-06-18,16:35,15:52,:01,:14,3:12,9:15,:31,:44,2:56,SECOPR1
00000000006100010770,PB11CL6024,9911113693,14-06-18,0:45,14-06-18,14:21,13:36,:01,:19,3:10,8:21,:17,:19,1:07,SECOPR1
00000000006100010703,GJ18AX5481,9313700296,14-06-18,1:01,14-06-18,16:44,15:42,:01,:12,2:56,10:57,2:13,2:20,1:27,SECOPR1
00000000006100010653,GJ18AZ4086,9513100287,14-06-18,1:03,14-06-18,16:38,15:35,:01,:13,2:55,10:11,1:28,1:35,2:07,SECOPR1
00000000006100010512,GJ10TX5055,9911113708,14-06-18,1:24,14-06-18,21:43,20:19,:01,:34,1:52,16:00,3:29,3:55,1:24,SECOPR1
00000000006100010777,GJ15Z1734,9911113696,14-06-18,1:39,14-06-18,16:05,14:26,:01,:10,2:24,9:42,:28,:15,1:25,SECOPR1
00000000006100010802,WB23C7707,9913108729,14-06-18,1:45,14-06-18,16:46,15:01,:01,:19,1:47,11:33,2:37,2:53,1:02,SECOPR1
00000000006100010780,GJ18AZ9945,9911113690,14-06-18,2:03,14-06-18,13:25,11:22,:01,:16,1:39,7:41,:18,:06,1:19,SECOPR1
00000000000200002668,GJ06AV4964,9524102229,14-06-18,7:33,14-06-18,13:10,5:37,:01,:29,:16,2:40,,,1:42,SECOPR1
00000000006100010533,GJ18AU7246,9913108731,14-06-18,8:46,14-06-18,18:37,9:50,:01,:10,:13,7:39,3:54,4:03,1:36,SECOPR1
00000000006100010521,GJ16AU3444,9912109062,14-06-18,8:49,14-06-18,18:53,10:04,:01,:31,:19,7:28,:10,:19,1:12,SECOPR1
00000000006100010798,OD11M1607,9912109061,14-06-18,8:56,14-06-18,19:09,10:12,:01,:14,:06,7:48,4:07,4:20,1:50,SECOPR1
00000000006100010347,MH04DS2812,9313700297,14-06-18,8:57,14-06-18,17:21,8:23,:01,:10,:05,6:10,2:27,2:38,1:45,SECOPR1
00000000006100009179,GJ18AU7032,9913108738,14-06-18,9:45,14-06-18,22:29,12:43,:01,:11,:26,8:39,3:37,3:48,3:14,SECOPR1
00000000000200002667,GJ02Z9811,9524102230,14-06-18,9:47,14-06-18,14:29,4:41,:01,:07,:36,1:28,,,1:44,SECOPR1
00000000006100010659,UP78CT9017,9313700300,14-06-18,9:57,14-06-18,19:15,9:18,:01,:19,:20,6:54,1:02,1:16,1:27,SECOPR1
00000000006100010588,PB03AP6849,9911113772,14-06-18,10:07,15-06-18,23:10,37:03,:01,:17,:33,33:52,25:06,25:27,1:59,SECOPR1
00000000006100010801,PB22K2892,9913108734,14-06-18,10:21,14-06-18,19:23,9:01,:01,:08,:07,6:37,:46,1:07,1:45,SECOPR1
00000000006100010794,GJ18AV7537,9913108736,14-06-18,10:29,14-06-18,19:45,9:15,:01,:07,:05,7:29,:56,1:03,1:25,SECOPR1
00000000006100010696,GJ18AZ4680,9912109065,14-06-18,10:43,14-06-18,19:47,9:04,:01,:07,:05,7:11,:45,:53,1:30,SECOPR1
00000000006100010595,UP78CN3127,9912109073,14-06-18,10:46,14-06-18,20:20,9:33,:01,:12,:11,7:42,1:28,1:55,:59,SECOPR1
00000000006100010690,GJ18AV8302,9911113698,14-06-18,10:51,14-06-18,19:41,8:49,:01,:09,:10,6:50,:46,:58,1:25,SECOPR1
00000000006100010764,UP78DN9164,9913108698,13-06-18,17:58,14-06-18,8:37,14:38,:01,:08,:22,8:35,:15,1:27,4:19,SECOPR1
00000000006100010156,TN52H1199,9913108715,13-06-18,19:02,14-06-18,12:36,17:33,:01,:17,:07,13:59,2:15,2:23,2:59,SECOPR1
00000000006100010705,GJ06AZ1884,9312700026,13-06-18,19:05,14-06-18,7:26,12:20,:01,:17,:28,9:47,1:14,1:37,1:21,SECOPR1
00000000006100009547,GJ18AX6066,9911113670,13-06-18,19:22,14-06-18,8:12,12:50,:01,:14,:16,7:07,1:50,3:13,3:47,SECOPR1
00000000006100009617,GJ18AZ6066,9913108728,13-06-18,20:16,14-06-18,16:21,20:05,:01,:39,:07,17:04,1:19,1:25,2:06,SECOPR1
00000000006100010532,GJ04X5687,9913108711,13-06-18,20:18,14-06-18,10:26,14:08,:01,1:01,:08,9:12,:37,1:10,1:55,SECOPR1
00000000006100010346,GJ18AT9304,9313700294,13-06-18,20:22,14-06-18,12:05,15:43,:01,:53,:06,12:30,2:26,2:36,2:00,SECOPR1
00000000006100010695,MH46AR7565,9911113677,13-06-18,20:24,14-06-18,8:07,11:42,:01,:45,:09,3:59,2:30,2:04,2:11,SECOPR1
00000000006100009262,TN52M3766,9913108723,13-06-18,21:08,14-06-18,15:15,18:07,:01,:26,:06,14:41,1:12,1:36,2:23,SECOPR1
00000000006100010622,GJ19T1944,9911113674,13-06-18,21:15,14-06-18,11:32,14:17,:01,1:08,1:09,5:01,:44,1:54,5:46,SECOPR1
00000000006100010624,GJ18AZ8172,9912109042,13-06-18,21:17,14-06-18,8:01,10:43,:01,1:33,:46,5:48,:28,:10,1:54,SECOPR1
00000000006100009001,GJ06AX0997,9913108714,13-06-18,21:24,14-06-18,11:50,14:26,:01,:55,1:16,9:39,1:52,2:06,2:19,SECOPR1
00000000006100010680,GJ18AU7231,9912109043,13-06-18,22:50,14-06-18,10:46,11:55,:01,:15,:22,6:19,:06,:15,4:34,SECOPR1
00000000006100010822,TN52J4243,9912109056,13-06-18,23:07,14-06-18,13:07,14:00,:01,:09,:12,11:32,3:05,3:21,1:48,SECOPR1
00000000006100010567,RJ14GG3121,9912109056,13-06-18,23:29,15-06-18,23:17,47:47,:01,:10,,,,,,SECOPR1
00000000006100010471,MH04FU1111,9911113692,13-06-18,23:38,14-06-18,15:20,15:41,:01,:30,:09,12:29,,:20,2:10,SECOPR1
00000000006100010815,GJ05BX5925,9912109059,14-06-18,0:24,14-06-18,17:34,17:09,:01,:22,3:19,12:15,3:28,3:38,1:01,SECOPR1
00000000006100010470,MH18AA9183,9911113694,14-06-18,0:26,14-06-18,15:18,14:51,:01,:09,3:29,8:46,,:21,2:03,SECOPR1
00000000006100010816,TN52J1159,9912109060,14-06-18,0:55,14-06-18,18:15,17:20,:01,:13,3:02,12:13,3:31,3:45,1:35,SECOPR1
00000000006100010757,GJ10TX5155,9513100290,14-06-18,1:14,14-06-18,21:39,20:24,:01,:48,1:58,15:43,6:53,7:29,1:17,SECOPR1
00000000006100010803,WB23C6374,9913108730,14-06-18,1:34,14-06-18,16:49,15:15,:01,:35,1:44,11:34,2:37,2:54,1:03,SECOPR1
00000000006100010452,GJ18AX6512,9313500016,14-06-18,1:52,14-06-18,16:32,14:39,:01,:19,1:48,11:33,2:42,2:53,:46,SECOPR1
00000000006100010799,CG04HZ4115,9913108725,14-06-18,2:01,14-06-18,15:06,13:04,:01,:12,1:40,9:06,:12,:31,1:43,SECOPR1
00000000006100010711,RJ27GD3465,9313700298,14-06-18,2:13,14-06-18,18:32,16:18,:01,:09,5:19,9:11,3:58,4:09,1:26,SECOPR1
00000000006100010776,RJ27GB0162,9913108727,14-06-18,3:09,14-06-18,15:22,12:13,:01,:15,:39,9:56,1:07,1:15,1:13,SECOPR1
00000000006100010817,MH20EG9596,9912109066,14-06-18,5:32,14-06-18,19:56,14:23,:01,:11,:37,11:52,5:18,6:04,:55,20535
00000000006100010522,GJ16AU3270,9912109068,14-06-18,8:45,14-06-18,20:43,11:58,:01,:28,1:10,8:17,3:14,3:40,1:35,SECOPR1
00000000006100010704,MH04DS2832,9312700027,14-06-18,9:08,14-06-18,17:24,8:16,:01,:16,:05,6:12,2:45,3:28,:57,SECOPR1
00000000006100010766,NL01Q1994,9911113697,14-06-18,9:43,14-06-18,18:49,9:06,:01,:16,:24,4:35,:25,:15,3:07,SECOPR1
00000000006100010771,HR56A6282,9911113697,14-06-18,10:34,14-06-18,11:21,:46,:01,,,,,,,SECOPR1
00000000006100010819,TN88D1677,9911113706,14-06-18,11:07,14-06-18,21:16,10:09,:01,:10,:12,7:57,1:57,2:16,1:30,SECOPR1
00000000006100010601,HR63C9213,9911113702,14-06-18,11:24,14-06-18,20:35,9:11,:01,:08,:07,7:33,1:44,1:59,1:05,SECOPR1
00000000006100010714,TN30BU5074,9512100265,14-06-18,11:35,14-06-18,21:19,9:44,:01,:14,:09,7:30,1:43,1:57,1:34,SECOPR1
00000000000200002642,GJ12BV8477,9523101592,14-06-18,11:37,14-06-18,16:09,4:31,:01,:07,:57,1:59,,,:58,SECOPR1
00000000006100010688,GJ18AX5085,9912109077,14-06-18,11:39,15-06-18,0:39,13:00,:01,:07,:05,9:07,3:12,3:33,3:18,SECOPR1
